run_id,started_at,tool,scenario_id,scenario_name,cache_state,operator_skill,time_to_result_sec,click_count,keystroke_count,http_request_count,network_bytes,completed_within_cap,non_technical_user_could_complete,result_correct,result_count_reported,notes
run-20260503T203215Z,,cli,4,date-range,cold,technical,8.238209199975245,0,,,,true,false,true,84905,"aws s3 cp inventory CSV + filter rows by source_mtime in [2024-01-01T00:00:00Z, 2024-12-31T23:59:59Z], counted 84905"
